Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-445144,"Signal transduction by L1",8,21,0.0017635203224722876,5.657641022338566E-10,7.3549333290401364E-9,6,11,7.351958294345676E-4,9606,Homo sapiens,"P11362;P68400;P28482;P27361;Q02750;P19784;P00533;Q13153","P68400;P28482;P27361;P11362-1;Q02750;P19784;P00533;Q13153","R-HSA-109860;R-HSA-392752;R-HSA-445072;R-HSA-109862;R-HSA-437230;R-HSA-445069"
R-HSA-198725,"Nuclear Events (kinase and transcription factor activation)",11,61,0.0051226066509909305,8.031281195641782E-10,8.9295943972445E-9,14,48,0.003208127255714477,9606,Homo sapiens,"Q16539;Q00535;Q15759;Q15418;P28482;O00141;P27361;P51812;P49137;O75582;Q13164","Q16539;Q00535;Q15759;Q15418;P28482;O00141;P27361;P51812;P49137;O75582;Q13164","R-HSA-9616368;R-HSA-199910;R-HSA-198756;R-HSA-9612501;R-HSA-198731;R-HSA-199917;R-HSA-198669;R-HSA-9612509;R-HSA-199959;R-HSA-199895;R-HSA-203797;R-HSA-198746;R-HSA-199929;R-HSA-199935"
R-HSA-198753,"ERK/MAPK targets",8,22,0.0018474974806852536,8.117813088404091E-10,8.9295943972445E-9,7,7,4.678518914583612E-4,9606,Homo sapiens,"Q16539;Q15759;Q15418;P28482;P27361;P51812;O75582;Q13164","Q16539;Q15759;Q15418;P28482;P27361;P51812;O75582;Q13164","R-HSA-199959;R-HSA-203797;R-HSA-198756;R-HSA-198731;R-HSA-198746;R-HSA-199929;R-HSA-198669"
R-HSA-5673000,"RAF activation",9,35,0.0029392005374538127,1.3997680792243727E-9,1.53974488714681E-8,12,12,8.020318139286192E-4,9606,Homo sapiens,"P04049;P15056;O60674;Q13557;P12931;Q02750;Q9UQM7;P27448;Q16584","P04049;P15056;O60674;Q13557;P12931;Q02750;Q9UQM7;P27448;Q16584","R-HSA-5672950;R-HSA-5672951;R-HSA-5672948;R-HSA-9653108;R-HSA-5672958;R-HSA-5672957;R-HSA-5672954;R-HSA-5672966;R-HSA-5672960;R-HSA-5672961;R-HSA-9658445;R-HSA-5672969"
R-HSA-5668599,"RHO GTPases Activate NADPH Oxidases",8,24,0.002015451797111186,1.5925816221340483E-9,1.751839784347453E-8,3,14,9.357037829167224E-4,9606,Homo sapiens,"Q16539;Q05513;Q15759;Q05655;P28482;P17252;P27361;P05771","Q16539;Q05513;Q15759;Q05655;P28482;P17252;P27361;P05771","R-HSA-9626832;R-HSA-9626880;R-HSA-9626817"
R-HSA-438064,"Post NMDA receptor activation events",12,84,0.00705408128988915,1.796250037600089E-9,1.975875041360098E-8,28,39,0.002606603395268012,9606,Homo sapiens,"P17612;Q15418;P28482;P27361;Q13557;P51812;Q16566;P12931;Q9UQM7;P54646;Q14012;Q13131","P17612;Q15418;P28482;P27361;Q13557;P51812;Q16566;P12931;Q9UQM7;P54646;Q14012;Q13131","R-HSA-9619542;R-HSA-9619478;R-HSA-442760;R-HSA-9619843;R-HSA-9619783;R-HSA-112282;R-HSA-442724;R-HSA-9619376;R-HSA-442725;R-HSA-9619127;R-HSA-8951727;R-HSA-9612085;R-HSA-9619125;R-HSA-111913;R-HSA-9619515;R-HSA-111912;R-HSA-442732;R-HSA-111915;R-HSA-9618750;R-HSA-111919;R-HSA-445367;R-HSA-9029434;R-HSA-111925;R-HSA-111924;R-HSA-442739;R-HSA-9619367;R-HSA-9620004;R-HSA-9617583"
R-HSA-389356,"Co-stimulation by CD28",10,50,0.004198857910648304,1.8192992667920294E-9,2.0012291934712323E-8,15,19,0.0012698837053869802,9606,Homo sapiens,"P42345;P06239;P07947;P31749;P07948;P06241;P12931;Q13177;P31751;Q13153","P42345;P06239;P07947;P12931-1;P31749;P07948;P06241;Q13177;P31751;Q13153","R-HSA-389381;R-HSA-2317314;R-HSA-389348;R-HSA-389158;R-HSA-389350;R-HSA-388832;R-HSA-388814;R-HSA-389352;R-HSA-389354;R-HSA-198640;R-HSA-2317332;R-HSA-389756;R-HSA-389788;R-HSA-388831;R-HSA-198270"
R-HSA-168249,"Innate Immune System",42,1187,0.09968088679879072,2.008983202017589E-9,2.209881522219348E-8,216,709,0.04738671300628258,9606,Homo sapiens,"P06239;P07947;Q15759;Q15418;P28482;P07948;O15264;Q9UHD2;P12931;O75582;P78527;Q05397;Q06187;Q08881;O43318;Q04759;P06241;P49137;O14920;Q13464;Q13164;P52564;Q16539;P04049;O15111;P27361;P51812;Q02750;Q02156;P53778;P53779;P17612;P43405;P00519;Q05655;Q14164;P45983;Q13177;P45985;P45984;Q13153;P08631","P06239;P07947;Q15759;Q15418;P28482;P07948;O15264;Q9UHD2;O75582;P78527;Q05397;Q06187;Q08881;O43318;Q04759;P12931-1;P06241;P49137;O14920;Q13464;Q13164;P52564;Q16539;P04049;O15111;P27361;P51812;Q02750;Q02156;P53778;P53779;P17612;P43405;P00519;Q05655;Q14164;P45983;Q13177;P45985;P45984;Q13153;P08631","R-HSA-936960;R-HSA-198669;R-HSA-936991;R-HSA-203797;R-HSA-177690;R-HSA-177692;R-HSA-5621366;R-HSA-9705137;R-HSA-5621363;R-HSA-9823932;R-HSA-9823934;R-HSA-9705145;R-HSA-5621370;R-HSA-937022;R-HSA-9823910;R-HSA-9823904;R-HSA-5621347;R-HSA-9823906;R-HSA-5621356;R-HSA-5621355;R-HSA-937032;R-HSA-9750226;R-HSA-451649;R-HSA-198731;R-HSA-937029;R-HSA-9013979;R-HSA-9860292;R-HSA-9013978;R-HSA-6800434;R-HSA-9823939;R-HSA-198746;R-HSA-202328;R-HSA-5684275;R-HSA-198756;R-HSA-937059;R-HSA-168053;R-HSA-937079;R-HSA-937075;R-HSA-5684267;R-HSA-9773803;R-HSA-2424484;R-HSA-2424485;R-HSA-2424486;R-HSA-2424487;R-HSA-2424480;R-HSA-2424481;R-HSA-2424482;R-HSA-933530;R-HSA-5609665;R-HSA-9749505;R-HSA-933527;R-HSA-933525;R-HSA-450222;R-HSA-198314;R-HSA-1606324;R-HSA-933538;R-HSA-933539;R-HSA-1606327;R-HSA-2424476;R-HSA-166072;R-HSA-2395801;R-HSA-166082;R-HSA-3249392;R-HSA-2454240;R-HSA-2029272;R-HSA-2029273;R-HSA-2029270;R-HSA-2029271;R-HSA-166091;R-HSA-168136;R-HSA-2029268;R-HSA-1247960;R-HSA-2201322;R-HSA-5624473;R-HSA-168140;R-HSA-9014343;R-HSA-1606345;R-HSA-847070;R-HSA-3249378;R-HSA-199895;R-HSA-9761344;R-HSA-2262775;R-HSA-918232;R-HSA-450257;R-HSA-3249386;R-HSA-918229;R-HSA-2262777;R-HSA-3249390;R-HSA-918225;R-HSA-168162;R-HSA-2197697;R-HSA-2197698;R-HSA-2454208;R-HSA-199910;R-HSA-166119;R-HSA-9824882;R-HSA-3249371;R-HSA-199917;R-HSA-975103;R-HSA-5624486;R-HSA-975097;R-HSA-5624492;R-HSA-168184;R-HSA-2454239;R-HSA-199929;R-HSA-5624494;R-HSA-199935;R-HSA-450296;R-HSA-727819;R-HSA-975119;R-HSA-2395439;R-HSA-879362;R-HSA-9645442;R-HSA-450325;R-HSA-5607750;R-HSA-199959;R-HSA-5607745;R-HSA-5607746;R-HSA-9758604;R-HSA-5607757;R-HSA-5607759;R-HSA-450333;R-HSA-202534;R-HSA-450337;R-HSA-450348;R-HSA-450346;R-HSA-202541;R-HSA-2395412;R-HSA-2130194;R-HSA-9750946;R-HSA-2730856;R-HSA-2396007;R-HSA-2730858;R-HSA-2730861;R-HSA-2730860;R-HSA-2730863;R-HSA-2396002;R-HSA-2730862;R-HSA-2730851;R-HSA-3134821;R-HSA-9749471;R-HSA-688985;R-HSA-2730876;R-HSA-8948703;R-HSA-9679819;R-HSA-2730864;R-HSA-5607732;R-HSA-9749494;R-HSA-5607734;R-HSA-166245;R-HSA-5607740;R-HSA-5607742;R-HSA-8948709;R-HSA-5607738;R-HSA-210289;R-HSA-2730843;R-HSA-2730847;R-HSA-937337;R-HSA-2730833;R-HSA-5607725;R-HSA-2730835;R-HSA-5607726;R-HSA-2730836;R-HSA-166271;R-HSA-5607720;R-HSA-5607723;R-HSA-5607722;R-HSA-2029469;R-HSA-2029467;R-HSA-9709852;R-HSA-2029460;R-HSA-2029458;R-HSA-166286;R-HSA-2029459;R-HSA-2029456;R-HSA-166284;R-HSA-2029454;R-HSA-2559414;R-HSA-2029452;R-HSA-9709831;R-HSA-2029453;R-HSA-2029451;R-HSA-2396594;R-HSA-2029449;R-HSA-2730889;R-HSA-1834939;R-HSA-9830710;R-HSA-2730888;R-HSA-9830706;R-HSA-706479;R-HSA-2730882;R-HSA-2730885;R-HSA-2730884;R-HSA-2730887;R-HSA-2730886;R-HSA-2730904;R-HSA-2730896;R-HSA-2730899;R-HSA-2730900;R-HSA-2730903;R-HSA-2730902;R-HSA-168910;R-HSA-9645406;R-HSA-166362;R-HSA-166363;R-HSA-9828209;R-HSA-9828196;R-HSA-6798751;R-HSA-9828205;R-HSA-936951;R-HSA-9828204;R-HSA-6798748;R-HSA-9705320;R-HSA-936947;R-HSA-9828200;R-HSA-9705323"
R-HSA-2262752,"Cellular responses to stress",33,776,0.06516627477326167,2.052094827398321E-9,2.2571355895451006E-8,53,513,0.03428686004544847,9606,Homo sapiens,"Q8IW41;P49840;Q15759;Q15418;Q13315;P28482;P11802;Q13557;Q13535;P31751;P42345;Q99683;Q00534;P49137;Q13882;Q13164;P52564;Q16539;P31749;P27361;P51812;P19784;Q9UQM7;P53779;P54646;P68400;Q05655;P24941;P45983;P49841;P45985;P45984;P41743","Q8IW41;P49840;Q15759;Q15418;Q13315;P28482;P11802;Q13557;Q13535;P31751;P42345;Q99683;Q00534;P49137;Q13882;Q13164;P52564;Q16539;P31749;P27361;P51812;P19784;Q9UQM7;P53779;P54646;P68400;Q05655;P24941;P45983;P49841;P45985;P45984;P41743","R-HSA-3228469;R-HSA-3857328;R-HSA-3857329;R-HSA-9640195;R-HSA-450325;R-HSA-9646468;R-HSA-3788705;R-HSA-3371435;R-HSA-450333;R-HSA-187934;R-HSA-3371567;R-HSA-3788708;R-HSA-3229102;R-HSA-450222;R-HSA-450348;R-HSA-5682044;R-HSA-5693540;R-HSA-8932284;R-HSA-5682018;R-HSA-3371531;R-HSA-9762094;R-HSA-69562;R-HSA-9645608;R-HSA-5682026;R-HSA-182594;R-HSA-9796053;R-HSA-9841244;R-HSA-168136;R-HSA-9709918;R-HSA-3225851;R-HSA-3229152;R-HSA-1791054;R-HSA-3239014;R-HSA-198746;R-HSA-3239019;R-HSA-8932309;R-HSA-5082387;R-HSA-168162;R-HSA-3229138;R-HSA-3238999;R-HSA-9841265;R-HSA-5082405;R-HSA-3209177;R-HSA-8932322;R-HSA-3132737;R-HSA-6792712;R-HSA-3223236;R-HSA-9796067;R-HSA-3209160;R-HSA-5693612;R-HSA-4793911;R-HSA-450296;R-HSA-5693609"
R-HSA-111996,"Ca-dependent events",9,37,0.0031071548538797447,2.2571355895451006E-9,2.2571355895451006E-8,15,27,0.0018045715813393931,9606,Homo sapiens,"P25098;P17612;P05129;Q05655;P28482;P17252;Q13557;Q16566;Q9UQM7","P25098;P17612;P05129;Q05655;P28482;P17252;Q13557;Q16566;Q9UQM7","R-HSA-111970;R-HSA-442725;R-HSA-9619127;R-HSA-8951727;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-111919;R-HSA-111925;R-HSA-111924;R-HSA-111898;R-HSA-112282;R-HSA-9617583;R-HSA-111966"
R-HSA-2454202,"Fc epsilon receptor (FCERI) signaling",17,205,0.017215317433658044,2.5516491142241193E-9,2.5516491142241193E-8,37,65,0.004344338992113354,9606,Homo sapiens,"O15111;P28482;P07948;P27361;P53779;O43318;Q06187;Q08881;P43405;Q04759;P06241;P45983;O14920;Q13177;P45985;P45984;Q13153","O15111;P28482;P07948;P27361;P53779;O43318;Q06187;Q08881;P43405;Q04759;P06241;P45983;O14920;Q13177;P45985;P45984;Q13153","R-HSA-2730856;R-HSA-2730858;R-HSA-2730861;R-HSA-2730860;R-HSA-2454240;R-HSA-2730863;R-HSA-2730862;R-HSA-168136;R-HSA-2730851;R-HSA-450325;R-HSA-2730876;R-HSA-2730864;R-HSA-202328;R-HSA-2730889;R-HSA-168162;R-HSA-2730888;R-HSA-2454208;R-HSA-202534;R-HSA-450348;R-HSA-2730882;R-HSA-2730885;R-HSA-2730884;R-HSA-2730887;R-HSA-202541;R-HSA-2730886;R-HSA-2730904;R-HSA-2730843;R-HSA-2730847;R-HSA-2730833;R-HSA-2730896;R-HSA-2730835;R-HSA-2730899;R-HSA-2454239;R-HSA-2730900;R-HSA-2730836;R-HSA-2730903;R-HSA-2730902"
R-HSA-388396,"GPCR downstream signalling",29,638,0.05357742693987236,5.4243554092892055E-9,5.4243554092892055E-8,61,175,0.01169629728645903,9606,Homo sapiens,"P25098;P34947;P05129;Q15418;P28482;Q13557;P12931;P31751;Q06187;Q04759;Q00535;P17252;Q13464;P05771;Q13164;P43250;P31749;P27361;O75116;P51812;Q02156;Q9UQM7;P17612;Q05655;P24723;Q16566;P00533;Q13153","P25098;P34947;P05129;Q15418;P28482;Q13557;P81274;P12931;P31751;Q06187;Q04759;Q00535;P17252;Q13464;P05771;Q13164;P43250;P31749;P27361;O75116;P51812;Q02156;Q9UQM7;P17612;Q05655;P24723;Q16566;P00533;Q13153","R-HSA-416516;R-HSA-8964619;R-HSA-425861;R-HSA-177284;R-HSA-400015;R-HSA-8964614;R-HSA-8964634;R-HSA-8964252;R-HSA-8964241;R-HSA-8964242;R-HSA-2179387;R-HSA-111898;R-HSA-112282;R-HSA-8964246;R-HSA-9619127;R-HSA-8982703;R-HSA-8951727;R-HSA-9619125;R-HSA-8964271;R-HSA-9680443;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-380073;R-HSA-111919;R-HSA-8964280;R-HSA-111925;R-HSA-8964284;R-HSA-111924;R-HSA-8964287;R-HSA-8964274;R-HSA-8982709;R-HSA-9617583;R-HSA-8964278;R-HSA-751040;R-HSA-180047;R-HSA-8851797;R-HSA-199895;R-HSA-8964317;R-HSA-198746;R-HSA-9624014;R-HSA-9603279;R-HSA-111966;R-HSA-8964311;R-HSA-8964329;R-HSA-111970;R-HSA-442725;R-HSA-8964333;R-HSA-180073;R-HSA-2179407;R-HSA-419049;R-HSA-2179413;R-HSA-8964604;R-HSA-8964605;R-HSA-2179415;R-HSA-8982641;R-HSA-416510;R-HSA-177275;R-HSA-8982645;R-HSA-8964340;R-HSA-8964599"
R-HSA-1489509,"DAG and IP3 signaling",9,41,0.003443063486731609,5.437463479474047E-9,5.437463479474047E-8,15,28,0.0018714075658334448,9606,Homo sapiens,"P25098;P17612;P05129;Q05655;P17252;Q13557;Q16566;Q02156;Q9UQM7","P25098;P17612;P05129;Q05655;P17252;Q13557;Q16566;Q02156;Q9UQM7","R-HSA-111970;R-HSA-442725;R-HSA-9619127;R-HSA-8951727;R-HSA-9619125;R-HSA-111913;R-HSA-198314;R-HSA-111912;R-HSA-111915;R-HSA-111919;R-HSA-111925;R-HSA-111924;R-HSA-112282;R-HSA-9617583;R-HSA-111966"
R-HSA-5663205,"Infectious disease",44,1343,0.11278132348001343,7.696606241225368E-9,7.696606241225368E-8,118,982,0.06563293677315866,9606,Homo sapiens,"P52333;P50750;P29597;P06239;P07947;P49840;P28482;P07948;P50613;Q9UHD2;P12931;P31751;Q9NYY3;Q05397;Q06187;O43318;P19525;P48729;P08581;P06241;P08069;O14920;Q13464;P52564;Q16539;O15111;P31749;P27361;O75116;Q02750;P19784;P17612;P43405;P00519;P68400;O60674;Q14164;P45983;P49841;P00533;Q13177;P45985;P08631","P52333;P50750;P29597;P06239;P07947;P49840;P28482;P07948;P50613;Q9UHD2;P12931;P31751;Q9NYY3;Q05397;Q06187;O43318;P19525;P48729;P52564-1;P08581;P12931-1;P06241;P08069;O14920;Q13464;Q16539;O15111;P31749;P27361;O75116;Q02750;P19784;P17612;P43405;P00519;P68400;O60674;Q14164;P45983;P49841;P00533;Q13177;P45985;P08631","R-HSA-9678737;R-HSA-9611158;R-HSA-167181;R-HSA-9666435;R-HSA-8876948;R-HSA-167191;R-HSA-9635461;R-HSA-9710988;R-HSA-9611147;R-HSA-167192;R-HSA-167196;R-HSA-167197;R-HSA-9613490;R-HSA-167459;R-HSA-8951727;R-HSA-9679028;R-HSA-9613498;R-HSA-111919;R-HSA-167468;R-HSA-167474;R-HSA-2130194;R-HSA-111925;R-HSA-111924;R-HSA-8876210;R-HSA-167477;R-HSA-167481;R-HSA-167484;R-HSA-9687724;R-HSA-167234;R-HSA-8876230;R-HSA-167235;R-HSA-5211405;R-HSA-9636304;R-HSA-9683664;R-HSA-9754839;R-HSA-9833436;R-HSA-9609689;R-HSA-164943;R-HSA-8876246;R-HSA-8876240;R-HSA-9679819;R-HSA-8876255;R-HSA-9636296;R-HSA-9754827;R-HSA-8876262;R-HSA-8876258;R-HSA-167282;R-HSA-9678561;R-HSA-167284;R-HSA-9729260;R-HSA-167288;R-HSA-198270;R-HSA-167292;R-HSA-9664275;R-HSA-9664273;R-HSA-2029469;R-HSA-5211340;R-HSA-9664278;R-HSA-9709852;R-HSA-167566;R-HSA-9691421;R-HSA-909726;R-HSA-9664261;R-HSA-200858;R-HSA-909719;R-HSA-9664271;R-HSA-9664270;R-HSA-167072;R-HSA-9705010;R-HSA-167076;R-HSA-167077;R-HSA-9680443;R-HSA-9673789;R-HSA-167084;R-HSA-9837625;R-HSA-5211391;R-HSA-167090;R-HSA-9729318;R-HSA-9831712;R-HSA-167098;R-HSA-167097;R-HSA-168896;R-HSA-9755734;R-HSA-167111;R-HSA-167115;R-HSA-167113;R-HSA-112333;R-HSA-9831514;R-HSA-167118;R-HSA-200908;R-HSA-167117;R-HSA-170706;R-HSA-170704;R-HSA-167121;R-HSA-9673284;R-HSA-167130;R-HSA-167128;R-HSA-167134;R-HSA-918225;R-HSA-167133;R-HSA-9610867;R-HSA-167136;R-HSA-2197698;R-HSA-9666426;R-HSA-9666425;R-HSA-8875371;R-HSA-167150;R-HSA-9666430;R-HSA-9705082;R-HSA-167148;R-HSA-9666428;R-HSA-167153;R-HSA-9662823;R-HSA-9755757;R-HSA-9673322;R-HSA-200954;R-HSA-168184;R-HSA-9705320"
R-HSA-881907,"Gastrin-CREB signalling pathway via PKC and MAPK",7,19,0.0015955660060463553,8.699639342246712E-9,8.699639342246712E-8,7,9,6.015238604464644E-4,9606,Homo sapiens,"Q15418;P28482;P17252;P27361;P51812;P00533;Q13164","Q15418;P28482;P17252;P27361;P51812;P00533;Q13164","R-HSA-2179413;R-HSA-199895;R-HSA-2179415;R-HSA-198746;R-HSA-400015;R-HSA-2179387;R-HSA-2179407"
R-HSA-442755,"Activation of NMDA receptors and postsynaptic events",12,97,0.00814578434665771,8.72536742857477E-9,8.72536742857477E-8,38,71,0.004745354899077663,9606,Homo sapiens,"P17612;Q15418;P28482;P27361;Q13557;P51812;Q16566;P12931;Q9UQM7;P54646;Q14012;Q13131","P17612;Q15418;P28482;P27361;Q13557;P51812;Q16566;P12931;Q9UQM7;P54646;Q14012;Q13131","R-HSA-9619542;R-HSA-9619478;R-HSA-442760;R-HSA-9619843;R-HSA-438037;R-HSA-9619783;R-HSA-9619467;R-HSA-112282;R-HSA-442724;R-HSA-432164;R-HSA-9619376;R-HSA-442725;R-HSA-432162;R-HSA-9619127;R-HSA-8951727;R-HSA-9612085;R-HSA-9619125;R-HSA-111913;R-HSA-9619515;R-HSA-111912;R-HSA-442732;R-HSA-432172;R-HSA-111915;R-HSA-9619449;R-HSA-9618750;R-HSA-111919;R-HSA-445367;R-HSA-9029434;R-HSA-111925;R-HSA-9619430;R-HSA-111924;R-HSA-442739;R-HSA-9619367;R-HSA-9620004;R-HSA-9611368;R-HSA-9614185;R-HSA-9617326;R-HSA-9617583"
R-HSA-1433557,"Signaling by SCF-KIT",9,45,0.003778972119583473,1.2018696815552232E-8,1.2018696815552232E-7,22,39,0.002606603395268012,9606,Homo sapiens,"P06239;P07947;O60674;P17252;P16591;P07948;P06241;P12931;O14757","P06239;P07947;O60674;P12931-1;P17252;P16591;P07948;P06241;O14757","R-HSA-1433428;R-HSA-205319;R-HSA-1433488;R-HSA-1433456;R-HSA-1562641;R-HSA-205289;R-HSA-1470012;R-HSA-1470010;R-HSA-1472121;R-HSA-1470009;R-HSA-1433508;R-HSA-205234;R-HSA-1433542;R-HSA-205328;R-HSA-205238;R-HSA-205205;R-HSA-1433506;R-HSA-1433454;R-HSA-1433451;R-HSA-1433418;R-HSA-1433514;R-HSA-205244"
R-HSA-195258,"RHO GTPase Effectors",19,294,0.024689284514612025,1.534520621682134E-8,1.534520621682134E-7,45,113,0.00755246624782783,9606,Homo sapiens,"Q16539;Q16512;Q15759;P28482;P53350;P27361;O75116;P12931;Q05397;Q06187;P00519;Q05513;Q05655;P17252;Q13464;Q13177;Q96GD4;P05771;Q13153","Q16539;Q16512;Q15759;P28482;P53350;P27361;O75116;Q05397;Q06187;P00519;Q05513;Q05655;P12931-1;P17252;Q13464;Q13177;Q96GD4;P05771;Q13153","R-HSA-9626832;R-HSA-2029469;R-HSA-5625745;R-HSA-5668947;R-HSA-5623632;R-HSA-5671763;R-HSA-5666129;R-HSA-419087;R-HSA-2029460;R-HSA-419083;R-HSA-2029456;R-HSA-5625883;R-HSA-5625797;R-HSA-5625796;R-HSA-9626880;R-HSA-5668932;R-HSA-9626817;R-HSA-5623622;R-HSA-5671749;R-HSA-5669250;R-HSA-442832;R-HSA-5625870;R-HSA-5625738;R-HSA-5625717;R-HSA-8981931;R-HSA-445797;R-HSA-2197698;R-HSA-5666160;R-HSA-419232;R-HSA-5623667;R-HSA-9680443;R-HSA-5627775;R-HSA-5625849;R-HSA-5625848;R-HSA-5625784;R-HSA-5666104;R-HSA-5668984;R-HSA-5669240;R-HSA-5666169;R-HSA-419049;R-HSA-5671737;R-HSA-5669158;R-HSA-2130194;R-HSA-419197;R-HSA-5625774"
R-HSA-389513,"Co-inhibition by CTLA4",7,21,0.0017635203224722876,1.714776332040202E-8,1.564483242955106E-7,3,5,3.34179922470258E-4,9606,Homo sapiens,"P06239;P07947;P31749;P07948;P06241;P12931;P31751","P06239;P07947;P12931-1;P31749;P07948;P06241;P31751","R-HSA-388833;R-HSA-388829;R-HSA-390329"
R-HSA-69231,"Cyclin D associated events in G1",9,47,0.003946926436009406,1.738314714394562E-8,1.564483242955106E-7,12,17,0.0011362117363988772,9606,Homo sapiens,"P00519;O60674;Q00534;P11802;P07948;P50613;P24941;P12931;Q13882","P00519;O60674;P12931-1;Q00534;P11802;P07948;P50613;P24941;Q13882","R-HSA-182594;R-HSA-9754129;R-HSA-9754130;R-HSA-8942607;R-HSA-9018017;R-HSA-69227;R-HSA-8941895;R-HSA-8941915;R-HSA-8942803;R-HSA-1226094;R-HSA-8942836;R-HSA-1226095"
R-HSA-69236,"G1 Phase",9,47,0.003946926436009406,1.738314714394562E-8,1.564483242955106E-7,12,17,0.0011362117363988772,9606,Homo sapiens,"P00519;O60674;Q00534;P11802;P07948;P50613;P24941;P12931;Q13882","P00519;O60674;P12931-1;Q00534;P11802;P07948;P50613;P24941;Q13882","R-HSA-182594;R-HSA-9754129;R-HSA-9754130;R-HSA-8942607;R-HSA-9018017;R-HSA-69227;R-HSA-8941895;R-HSA-8941915;R-HSA-8942803;R-HSA-1226094;R-HSA-8942836;R-HSA-1226095"
R-HSA-6802957,"Oncogenic MAPK signaling",11,84,0.00705408128988915,2.0941958389641968E-8,1.884776255067777E-7,43,46,0.0030744552867263734,9606,Homo sapiens,"P04049;P15056;O60674;P28482;P27361;Q13557;P12931;Q02750;Q9UQM7;P27448;Q16584","P04049;P15056;O60674;P28482;P27361;Q13557;P12931;Q02750;Q9UQM7;P27448;Q16584","R-HSA-6802919;R-HSA-9656211;R-HSA-6802918;R-HSA-9656209;R-HSA-9652816;R-HSA-6802916;R-HSA-9656215;R-HSA-6802915;R-HSA-9656214;R-HSA-6803234;R-HSA-6802914;R-HSA-6803233;R-HSA-9656213;R-HSA-6802912;R-HSA-9656212;R-HSA-6802927;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802922;R-HSA-6802921;R-HSA-6803240;R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-6802932;R-HSA-8936731;R-HSA-6802930;R-HSA-9652165;R-HSA-6802943;R-HSA-6802942;R-HSA-6802941;R-HSA-9656207;R-HSA-6802938;R-HSA-6802937;R-HSA-9660538;R-HSA-9660536;R-HSA-8936676;R-HSA-6802911;R-HSA-6802910;R-HSA-6803230;R-HSA-6802908;R-HSA-6803227"
